,MatchID,Player,GameWeek,ForTeam,AgainstTeam,RelativeStrength,Goals,ShotsOnTarget,ShotsInBox,CloseShots,TotalShots,Headers,ShotsCentre,ShotsLeft,ShotsRight,GoalAssists,ShotOnTargetCreated,ShotInBoxCreated,CloseShotCreated,TotalShotCreated,HeadersCreated,CreatedCentre,CreatedLeft,CreatedRight,XG,XA,XGI,Date,BPS,CleanSheet,MinutesPlayed,NetTransfersIn,Points,Price,Saves,SelectedBy
94,58897,Jannik Vestergaard,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.0,0.4272251308900524,0.4272251308900524,2020-09-12,19,0.0,45.0,0,1,4.5,0.0,36388
95,58897,James Ward-Prowse,1,Southampton,Crystal Palace,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0.03185136031851361,0.233201581027668,0.2650529413461816,2020-09-12,15,0.0,90.0,0,2,6.0,0.0,280881
96,58897,Angus Gunn,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,19987
97,58897,Sofiane Boufal,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,5.5,0.0,4424
98,58897,Josh Sims,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,11700
99,58897,Kyle Walker-Peters,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.0,0.233201581027668,0.233201581027668,2020-09-12,12,0.0,90.0,0,1,4.5,0.0,748080
100,58897,Jan Bednarek,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,11,0.0,45.0,0,1,4.5,0.0,196908
101,58897,Che Adams,1,Southampton,Crystal Palace,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0.4272251308900524,0.4272251308900524,0.8544502617801047,2020-09-12,3,0.0,84.0,0,2,6.0,0.0,279992
102,58897,Yan Valery,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,5.0,0.0,5944
103,58897,William Smallbone,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,4,0.0,76.0,0,2,4.5,0.0,23808
104,58897,Jake Vokins,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.0,0.0,84869
105,58897,Michael Obafemi,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,5.0,0.0,158019
106,58897,Moussa Djenepo,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,4,0.0,13.0,0,1,5.5,0.0,5118
107,58897,Mohammed Salisu,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,22240
108,58897,Fraser Forster,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.0,0.0,0
109,58897,Nathan Tella,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,0
110,58899,Pablo Hernandez,1,Leeds United,Liverpool,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,8,0.0,61.0,0,2,6.0,0.0,111474
111,58899,Francisco Casilla,1,Leeds United,Liverpool,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,149614
112,58899,Liam Cooper,1,Leeds United,Liverpool,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,51620
